,,,,
area_name,area_code,date,new_cases,total_cases
Tower Hamlets,E09000030,2020-05-07,3,704
Waltham Forest,E09000031,2020-05-07,10,891
Wandsworth,E09000032,2020-05-07,9,1039
Westminster,E09000033,2020-05-07,3,684
Barking and Dagenham,E09000002,2020-05-08,6,600
Barnet,E09000003,2020-05-08,7,1416
Bexley,E09000004,2020-05-08,8,872
Brent,E09000005,2020-05-08,19,1549
Bromley,E09000006,2020-05-08,24,1364
Camden,E09000007,2020-05-08,3,633
Croydon,E09000008,2020-05-08,13,1668
Ealing,E09000009,2020-05-08,15,1309
Enfield,E09000010,2020-05-08,7,1041
Greenwich,E09000011,2020-05-08,10,817
Hackney and City of London,E09000012,2020-05-08,3,724
Hammersmith and Fulham,E09000013,2020-05-08,3,671
Haringey,E09000014,2020-05-08,6,663
Harrow,E09000015,2020-05-08,9,1147
Havering,E09000016,2020-05-08,3,821
Hillingdon,E09000017,2020-05-08,1,937
Hounslow,E09000018,2020-05-08,9,888
Islington,E09000019,2020-05-08,6,481
Kensington and Chelsea,E09000020,2020-05-08,2,508
Kingston upon Thames,E09000021,2020-05-08,4,620
Lambeth,E09000022,2020-05-08,2,1250
Lewisham,E09000023,2020-05-08,7,1091
Merton,E09000024,2020-05-08,3,805
Newham,E09000025,2020-05-08,4,1111
Redbridge,E09000026,2020-05-08,7,944
Richmond upon Thames,E09000027,2020-05-08,3,470
Southwark,E09000028,2020-05-08,4,1330
Sutton,E09000029,2020-05-08,7,865
Tower Hamlets,E09000030,2020-05-08,1,705
Waltham Forest,E09000031,2020-05-08,5,896
Wandsworth,E09000032,2020-05-08,2,1041
Westminster,E09000033,2020-05-08,3,687
Barking and Dagenham,E09000002,2020-05-09,4,604
Barnet,E09000003,2020-05-09,5,1421
Bexley,E09000004,2020-05-09,4,876
Brent,E09000005,2020-05-09,8,1557
Bromley,E09000006,2020-05-09,4,1368
Camden,E09000007,2020-05-09,2,635
Croydon,E09000008,2020-05-09,6,1674
Ealing,E09000009,2020-05-09,4,1313
Enfield,E09000010,2020-05-09,1,1042
Greenwich,E09000011,2020-05-09,2,819
Hackney and City of London,E09000012,2020-05-09,3,727
Hammersmith and Fulham,E09000013,2020-05-09,1,672
Haringey,E09000014,2020-05-09,2,665
Harrow,E09000015,2020-05-09,7,1154
Havering,E09000016,2020-05-09,0,821
Hillingdon,E09000017,2020-05-09,5,942
Hounslow,E09000018,2020-05-09,9,897
Islington,E09000019,2020-05-09,4,485
Kensington and Chelsea,E09000020,2020-05-09,2,510
Kingston upon Thames,E09000021,2020-05-09,2,622
Lambeth,E09000022,2020-05-09,6,1256
Lewisham,E09000023,2020-05-09,2,1093
Merton,E09000024,2020-05-09,2,807
Newham,E09000025,2020-05-09,7,1118
Redbridge,E09000026,2020-05-09,4,948
Richmond upon Thames,E09000027,2020-05-09,2,472
Southwark,E09000028,2020-05-09,7,1337
Sutton,E09000029,2020-05-09,4,869
Tower Hamlets,E09000030,2020-05-09,4,709
Waltham Forest,E09000031,2020-05-09,7,903
Wandsworth,E09000032,2020-05-09,4,1045
Westminster,E09000033,2020-05-09,4,691
Barking and Dagenham,E09000002,2020-05-10,7,611
Barnet,E09000003,2020-05-10,8,1429
Bexley,E09000004,2020-05-10,8,884
Brent,E09000005,2020-05-10,3,1560
Bromley,E09000006,2020-05-10,11,1379
Camden,E09000007,2020-05-10,2,637
Croydon,E09000008,2020-05-10,3,1677
Ealing,E09000009,2020-05-10,2,1315
Enfield,E09000010,2020-05-10,2,1044
Greenwich,E09000011,2020-05-10,6,825
Hackney and City of London,E09000012,2020-05-10,0,727
Hammersmith and Fulham,E09000013,2020-05-10,1,673
Haringey,E09000014,2020-05-10,4,669
Harrow,E09000015,2020-05-10,0,1154
Havering,E09000016,2020-05-10,4,825
Hillingdon,E09000017,2020-05-10,2,944
Hounslow,E09000018,2020-05-10,4,901
Islington,E09000019,2020-05-10,0,485
Kensington and Chelsea,E09000020,2020-05-10,0,510
Kingston upon Thames,E09000021,2020-05-10,9,631
Lambeth,E09000022,2020-05-10,3,1259
Lewisham,E09000023,2020-05-10,3,1096
Merton,E09000024,2020-05-10,5,812
Newham,E09000025,2020-05-10,9,1127
Redbridge,E09000026,2020-05-10,6,954
Richmond upon Thames,E09000027,2020-05-10,0,472
Southwark,E09000028,2020-05-10,6,1343
Sutton,E09000029,2020-05-10,5,874
Tower Hamlets,E09000030,2020-05-10,2,711
Waltham Forest,E09000031,2020-05-10,2,905
Wandsworth,E09000032,2020-05-10,6,1051
Westminster,E09000033,2020-05-10,3,694
Barking and Dagenham,E09000002,2020-05-11,7,618
Barnet,E09000003,2020-05-11,6,1435
Bexley,E09000004,2020-05-11,7,891
Brent,E09000005,2020-05-11,8,1568
Bromley,E09000006,2020-05-11,7,1386
Camden,E09000007,2020-05-11,6,643
Croydon,E09000008,2020-05-11,5,1682
Ealing,E09000009,2020-05-11,10,1325
Enfield,E09000010,2020-05-11,6,1050
Greenwich,E09000011,2020-05-11,4,829
Hackney and City of London,E09000012,2020-05-11,4,731
Hammersmith and Fulham,E09000013,2020-05-11,2,675
Haringey,E09000014,2020-05-11,4,673
Harrow,E09000015,2020-05-11,3,1157
Havering,E09000016,2020-05-11,4,829
Hillingdon,E09000017,2020-05-11,3,947
Hounslow,E09000018,2020-05-11,3,904
Islington,E09000019,2020-05-11,5,490
Kensington and Chelsea,E09000020,2020-05-11,1,511
Kingston upon Thames,E09000021,2020-05-11,9,640
Lambeth,E09000022,2020-05-11,5,1264
Lewisham,E09000023,2020-05-11,7,1103
Merton,E09000024,2020-05-11,2,814
Newham,E09000025,2020-05-11,5,1132
Redbridge,E09000026,2020-05-11,3,957
Richmond upon Thames,E09000027,2020-05-11,4,476
Southwark,E09000028,2020-05-11,10,1353
Sutton,E09000029,2020-05-11,10,884
Tower Hamlets,E09000030,2020-05-11,5,716
Waltham Forest,E09000031,2020-05-11,3,908
Wandsworth,E09000032,2020-05-11,1,1052
Westminster,E09000033,2020-05-11,3,697
Barking and Dagenham,E09000002,2020-05-12,3,621
Barnet,E09000003,2020-05-12,11,1446
Bexley,E09000004,2020-05-12,11,902
Brent,E09000005,2020-05-12,6,1574
Bromley,E09000006,2020-05-12,20,1406
Camden,E09000007,2020-05-12,3,646
Croydon,E09000008,2020-05-12,10,1692
Ealing,E09000009,2020-05-12,11,1336
Enfield,E09000010,2020-05-12,8,1058
Greenwich,E09000011,2020-05-12,7,836
Hackney and City of London,E09000012,2020-05-12,3,734
Hammersmith and Fulham,E09000013,2020-05-12,2,677
Haringey,E09000014,2020-05-12,1,674
Harrow,E09000015,2020-05-12,7,1164
Havering,E09000016,2020-05-12,2,831
Hillingdon,E09000017,2020-05-12,10,957
Hounslow,E09000018,2020-05-12,9,913
Islington,E09000019,2020-05-12,2,492
Kensington and Chelsea,E09000020,2020-05-12,2,513
Kingston upon Thames,E09000021,2020-05-12,9,649
Lambeth,E09000022,2020-05-12,3,1267
Lewisham,E09000023,2020-05-12,5,1108
Merton,E09000024,2020-05-12,8,822
Newham,E09000025,2020-05-12,4,1136
Redbridge,E09000026,2020-05-12,6,963
Richmond upon Thames,E09000027,2020-05-12,1,477
Southwark,E09000028,2020-05-12,9,1362
Sutton,E09000029,2020-05-12,3,887
Tower Hamlets,E09000030,2020-05-12,2,718
Waltham Forest,E09000031,2020-05-12,2,910
Wandsworth,E09000032,2020-05-12,10,1062
Westminster,E09000033,2020-05-12,2,699
Barking and Dagenham,E09000002,2020-05-13,11,632
Barnet,E09000003,2020-05-13,15,1461
Bexley,E09000004,2020-05-13,6,908
Brent,E09000005,2020-05-13,4,1578
Bromley,E09000006,2020-05-13,7,1413
Camden,E09000007,2020-05-13,4,650
Croydon,E09000008,2020-05-13,8,1700
Ealing,E09000009,2020-05-13,24,1360
Enfield,E09000010,2020-05-13,7,1065
Greenwich,E09000011,2020-05-13,10,846
Hackney and City of London,E09000012,2020-05-13,5,739
Hammersmith and Fulham,E09000013,2020-05-13,3,680
Haringey,E09000014,2020-05-13,4,678
Harrow,E09000015,2020-05-13,3,1167
Havering,E09000016,2020-05-13,4,835
Hillingdon,E09000017,2020-05-13,5,962
Hounslow,E09000018,2020-05-13,5,918
Islington,E09000019,2020-05-13,4,496
Kensington and Chelsea,E09000020,2020-05-13,1,514
Kingston upon Thames,E09000021,2020-05-13,8,657
Lambeth,E09000022,2020-05-13,6,1273
Lewisham,E09000023,2020-05-13,10,1118
Merton,E09000024,2020-05-13,10,832
Newham,E09000025,2020-05-13,1,1137
Redbridge,E09000026,2020-05-13,5,968
Richmond upon Thames,E09000027,2020-05-13,4,481
Southwark,E09000028,2020-05-13,5,1367
Sutton,E09000029,2020-05-13,4,891
Tower Hamlets,E09000030,2020-05-13,2,720
Waltham Forest,E09000031,2020-05-13,6,916
Wandsworth,E09000032,2020-05-13,8,1070
Westminster,E09000033,2020-05-13,4,703
Barking and Dagenham,E09000002,2020-05-14,2,634
Barnet,E09000003,2020-05-14,5,1466
Bexley,E09000004,2020-05-14,11,919
Brent,E09000005,2020-05-14,7,1585
Bromley,E09000006,2020-05-14,7,1420
Camden,E09000007,2020-05-14,1,651
Croydon,E09000008,2020-05-14,9,1709
Ealing,E09000009,2020-05-14,19,1379
Enfield,E09000010,2020-05-14,4,1069
Greenwich,E09000011,2020-05-14,2,848
Hackney and City of London,E09000012,2020-05-14,1,740
Hammersmith and Fulham,E09000013,2020-05-14,1,681
Haringey,E09000014,2020-05-14,5,683
Harrow,E09000015,2020-05-14,9,1176
Havering,E09000016,2020-05-14,5,840
Hillingdon,E09000017,2020-05-14,9,971
Hounslow,E09000018,2020-05-14,5,923
Islington,E09000019,2020-05-14,1,497
Kensington and Chelsea,E09000020,2020-05-14,0,514
Kingston upon Thames,E09000021,2020-05-14,12,669
Lambeth,E09000022,2020-05-14,9,1282
Lewisham,E09000023,2020-05-14,3,1121
Merton,E09000024,2020-05-14,3,835
Newham,E09000025,2020-05-14,5,1142
Redbridge,E09000026,2020-05-14,1,969
Richmond upon Thames,E09000027,2020-05-14,1,482
Southwark,E09000028,2020-05-14,4,1371
Sutton,E09000029,2020-05-14,5,896
Tower Hamlets,E09000030,2020-05-14,1,721
Waltham Forest,E09000031,2020-05-14,2,918
Wandsworth,E09000032,2020-05-14,3,1073
Westminster,E09000033,2020-05-14,5,708
Barking and Dagenham,E09000002,2020-05-15,1,635
Barnet,E09000003,2020-05-15,5,1471
Bexley,E09000004,2020-05-15,2,921
Brent,E09000005,2020-05-15,3,1588
Bromley,E09000006,2020-05-15,10,1430
Camden,E09000007,2020-05-15,1,652
Croydon,E09000008,2020-05-15,10,1719
Ealing,E09000009,2020-05-15,11,1390
Enfield,E09000010,2020-05-15,4,1073
Greenwich,E09000011,2020-05-15,7,855
Hackney and City of London,E09000012,2020-05-15,3,743
Hammersmith and Fulham,E09000013,2020-05-15,2,683
Haringey,E09000014,2020-05-15,7,690
Harrow,E09000015,2020-05-15,5,1181
Havering,E09000016,2020-05-15,7,847
Hillingdon,E09000017,2020-05-15,3,974
Hounslow,E09000018,2020-05-15,5,928
Islington,E09000019,2020-05-15,4,501
Kensington and Chelsea,E09000020,2020-05-15,1,515
Kingston upon Thames,E09000021,2020-05-15,3,672
Lambeth,E09000022,2020-05-15,7,1289
Lewisham,E09000023,2020-05-15,1,1122
Merton,E09000024,2020-05-15,4,839
Newham,E09000025,2020-05-15,2,1144
Redbridge,E09000026,2020-05-15,3,972
Richmond upon Thames,E09000027,2020-05-15,4,486
Southwark,E09000028,2020-05-15,5,1376
Sutton,E09000029,2020-05-15,1,897
Tower Hamlets,E09000030,2020-05-15,2,723
Waltham Forest,E09000031,2020-05-15,1,919
Wandsworth,E09000032,2020-05-15,6,1079
Westminster,E09000033,2020-05-15,2,710
Barking and Dagenham,E09000002,2020-05-16,2,637
Barnet,E09000003,2020-05-16,2,1473
Bexley,E09000004,2020-05-16,1,922
Brent,E09000005,2020-05-16,1,1589
Bromley,E09000006,2020-05-16,5,1435
Camden,E09000007,2020-05-16,1,653
Croydon,E09000008,2020-05-16,9,1728
Ealing,E09000009,2020-05-16,1,1391
Enfield,E09000010,2020-05-16,7,1080
Greenwich,E09000011,2020-05-16,3,858
Hackney and City of London,E09000012,2020-05-16,1,744
Hammersmith and Fulham,E09000013,2020-05-16,0,683
Haringey,E09000014,2020-05-16,5,695
Harrow,E09000015,2020-05-16,0,1181
Havering,E09000016,2020-05-16,4,851
Hillingdon,E09000017,2020-05-16,5,979
Hounslow,E09000018,2020-05-16,3,931
Islington,E09000019,2020-05-16,2,503
Kensington and Chelsea,E09000020,2020-05-16,0,515
Kingston upon Thames,E09000021,2020-05-16,1,673
Lambeth,E09000022,2020-05-16,1,1290
Lewisham,E09000023,2020-05-16,3,1125
Merton,E09000024,2020-05-16,3,842
Newham,E09000025,2020-05-16,2,1146
Redbridge,E09000026,2020-05-16,7,979
Richmond upon Thames,E09000027,2020-05-16,1,487
Southwark,E09000028,2020-05-16,2,1378
Sutton,E09000029,2020-05-16,1,898
Tower Hamlets,E09000030,2020-05-16,0,723
Waltham Forest,E09000031,2020-05-16,2,921
Wandsworth,E09000032,2020-05-16,1,1080
Westminster,E09000033,2020-05-16,0,710
Barking and Dagenham,E09000002,2020-05-17,1,638
Barnet,E09000003,2020-05-17,6,1479
Bexley,E09000004,2020-05-17,6,928
Brent,E09000005,2020-05-17,3,1592
Bromley,E09000006,2020-05-17,2,1437
Camden,E09000007,2020-05-17,0,653
Croydon,E09000008,2020-05-17,2,1730
Ealing,E09000009,2020-05-17,2,1393
Enfield,E09000010,2020-05-17,10,1090
Greenwich,E09000011,2020-05-17,2,860
Hackney and City of London,E09000012,2020-05-17,1,745
Hammersmith and Fulham,E09000013,2020-05-17,1,684
Haringey,E09000014,2020-05-17,1,696
Harrow,E09000015,2020-05-17,4,1185
Havering,E09000016,2020-05-17,3,854
Hillingdon,E09000017,2020-05-17,2,981
Hounslow,E09000018,2020-05-17,4,935
Islington,E09000019,2020-05-17,2,505
Kensington and Chelsea,E09000020,2020-05-17,2,517
Kingston upon Thames,E09000021,2020-05-17,0,673
Lambeth,E09000022,2020-05-17,0,1290
Lewisham,E09000023,2020-05-17,1,1126
Merton,E09000024,2020-05-17,4,846
Newham,E09000025,2020-05-17,7,1153
Redbridge,E09000026,2020-05-17,4,983
Richmond upon Thames,E09000027,2020-05-17,1,488
Southwark,E09000028,2020-05-17,0,1378
Sutton,E09000029,2020-05-17,0,898
Tower Hamlets,E09000030,2020-05-17,1,724
Waltham Forest,E09000031,2020-05-17,4,925
Wandsworth,E09000032,2020-05-17,2,1082
Westminster,E09000033,2020-05-17,1,711
Barking and Dagenham,E09000002,2020-05-18,2,640
Barnet,E09000003,2020-05-18,9,1488
Bexley,E09000004,2020-05-18,8,936
Brent,E09000005,2020-05-18,4,1596
Bromley,E09000006,2020-05-18,5,1442
Camden,E09000007,2020-05-18,2,655
Croydon,E09000008,2020-05-18,6,1736
Ealing,E09000009,2020-05-18,4,1397
Enfield,E09000010,2020-05-18,6,1096
Greenwich,E09000011,2020-05-18,5,865
Hackney and City of London,E09000012,2020-05-18,5,750
Hammersmith and Fulham,E09000013,2020-05-18,3,687
Haringey,E09000014,2020-05-18,0,696
Harrow,E09000015,2020-05-18,5,1190
Havering,E09000016,2020-05-18,2,856
Hillingdon,E09000017,2020-05-18,1,982
Hounslow,E09000018,2020-05-18,2,937
Islington,E09000019,2020-05-18,1,506
Kensington and Chelsea,E09000020,2020-05-18,2,519
Kingston upon Thames,E09000021,2020-05-18,2,675
Lambeth,E09000022,2020-05-18,2,1292
Lewisham,E09000023,2020-05-18,2,1128
Merton,E09000024,2020-05-18,9,855
Newham,E09000025,2020-05-18,4,1157
Redbridge,E09000026,2020-05-18,4,987
Richmond upon Thames,E09000027,2020-05-18,1,489
Southwark,E09000028,2020-05-18,2,1380
Sutton,E09000029,2020-05-18,5,903
Tower Hamlets,E09000030,2020-05-18,2,726
Waltham Forest,E09000031,2020-05-18,2,927
Wandsworth,E09000032,2020-05-18,3,1085
Westminster,E09000033,2020-05-18,1,712
Barking and Dagenham,E09000002,2020-05-19,5,645
Barnet,E09000003,2020-05-19,7,1495
Bexley,E09000004,2020-05-19,3,939
Brent,E09000005,2020-05-19,11,1607
Bromley,E09000006,2020-05-19,5,1447
Camden,E09000007,2020-05-19,1,656
Croydon,E09000008,2020-05-19,6,1742
Ealing,E09000009,2020-05-19,4,1401
Enfield,E09000010,2020-05-19,8,1104
Greenwich,E09000011,2020-05-19,5,870
Hackney and City of London,E09000012,2020-05-19,6,756
Hammersmith and Fulham,E09000013,2020-05-19,1,688
Haringey,E09000014,2020-05-19,1,697
Harrow,E09000015,2020-05-19,4,1194
Havering,E09000016,2020-05-19,3,859
Hillingdon,E09000017,2020-05-19,5,987
Hounslow,E09000018,2020-05-19,1,938
Islington,E09000019,2020-05-19,3,509
Kensington and Chelsea,E09000020,2020-05-19,0,519
Kingston upon Thames,E09000021,2020-05-19,2,677
Lambeth,E09000022,2020-05-19,2,1294
Lewisham,E09000023,2020-05-19,4,1132
Merton,E09000024,2020-05-19,10,865
Newham,E09000025,2020-05-19,0,1157
Redbridge,E09000026,2020-05-19,8,995
Richmond upon Thames,E09000027,2020-05-19,0,489
Southwark,E09000028,2020-05-19,1,1381
Sutton,E09000029,2020-05-19,9,912
Tower Hamlets,E09000030,2020-05-19,1,727
Waltham Forest,E09000031,2020-05-19,8,935
Wandsworth,E09000032,2020-05-19,3,1088
Westminster,E09000033,2020-05-19,1,713
Barking and Dagenham,E09000002,2020-05-20,4,649
Barnet,E09000003,2020-05-20,10,1505
Bexley,E09000004,2020-05-20,6,945
Brent,E09000005,2020-05-20,10,1617
Bromley,E09000006,2020-05-20,4,1451
Camden,E09000007,2020-05-20,3,659
Croydon,E09000008,2020-05-20,12,1754
Ealing,E09000009,2020-05-20,11,1412
Enfield,E09000010,2020-05-20,3,1107
Greenwich,E09000011,2020-05-20,1,871
Hackney and City of London,E09000012,2020-05-20,2,758
Hammersmith and Fulham,E09000013,2020-05-20,5,693
Haringey,E09000014,2020-05-20,2,699
Harrow,E09000015,2020-05-20,5,1199
Havering,E09000016,2020-05-20,7,866
Hillingdon,E09000017,2020-05-20,3,990
Hounslow,E09000018,2020-05-20,2,940
Islington,E09000019,2020-05-20,1,510
Kensington and Chelsea,E09000020,2020-05-20,1,520
Kingston upon Thames,E09000021,2020-05-20,7,684
Lambeth,E09000022,2020-05-20,6,1300
Lewisham,E09000023,2020-05-20,2,1134
Merton,E09000024,2020-05-20,8,873
Newham,E09000025,2020-05-20,0,1157
Redbridge,E09000026,2020-05-20,8,1003
Richmond upon Thames,E09000027,2020-05-20,1,490
Southwark,E09000028,2020-05-20,0,1381
Sutton,E09000029,2020-05-20,6,918
Tower Hamlets,E09000030,2020-05-20,3,730
Waltham Forest,E09000031,2020-05-20,1,936
Wandsworth,E09000032,2020-05-20,4,1092
Westminster,E09000033,2020-05-20,5,718
Barking and Dagenham,E09000002,2020-05-21,4,653
Barnet,E09000003,2020-05-21,8,1513
Bexley,E09000004,2020-05-21,15,960
Brent,E09000005,2020-05-21,3,1620
Bromley,E09000006,2020-05-21,2,1453
Camden,E09000007,2020-05-21,2,661
Croydon,E09000008,2020-05-21,9,1763
Ealing,E09000009,2020-05-21,4,1416
Enfield,E09000010,2020-05-21,2,1109
Greenwich,E09000011,2020-05-21,6,877
Hackney and City of London,E09000012,2020-05-21,2,760
Hammersmith and Fulham,E09000013,2020-05-21,2,695
Haringey,E09000014,2020-05-21,4,703
Harrow,E09000015,2020-05-21,4,1203
Havering,E09000016,2020-05-21,10,876
Hillingdon,E09000017,2020-05-21,7,997
Hounslow,E09000018,2020-05-21,4,944
Islington,E09000019,2020-05-21,1,511
Kensington and Chelsea,E09000020,2020-05-21,5,525
Kingston upon Thames,E09000021,2020-05-21,4,688
Lambeth,E09000022,2020-05-21,10,1310
Lewisham,E09000023,2020-05-21,5,1139
Merton,E09000024,2020-05-21,5,878
Newham,E09000025,2020-05-21,8,1165
Redbridge,E09000026,2020-05-21,0,1003
Richmond upon Thames,E09000027,2020-05-21,3,493
Southwark,E09000028,2020-05-21,2,1383
Sutton,E09000029,2020-05-21,13,931
Tower Hamlets,E09000030,2020-05-21,5,735
Waltham Forest,E09000031,2020-05-21,3,939
Wandsworth,E09000032,2020-05-21,3,1095
Westminster,E09000033,2020-05-21,3,721
Barking and Dagenham,E09000002,2020-05-22,1,654
Barnet,E09000003,2020-05-22,3,1516
Bexley,E09000004,2020-05-22,8,968
Brent,E09000005,2020-05-22,5,1625
Bromley,E09000006,2020-05-22,5,1458
Camden,E09000007,2020-05-22,1,662
Croydon,E09000008,2020-05-22,3,1766
Ealing,E09000009,2020-05-22,12,1428
Enfield,E09000010,2020-05-22,2,1111
Greenwich,E09000011,2020-05-22,1,878
Hackney and City of London,E09000012,2020-05-22,0,760
Hammersmith and Fulham,E09000013,2020-05-22,4,699
Haringey,E09000014,2020-05-22,1,704
Harrow,E09000015,2020-05-22,2,1205
Havering,E09000016,2020-05-22,2,878
Hillingdon,E09000017,2020-05-22,1,998
Hounslow,E09000018,2020-05-22,5,949
Islington,E09000019,2020-05-22,2,513
Kensington and Chelsea,E09000020,2020-05-22,0,525
Kingston upon Thames,E09000021,2020-05-22,4,692
Lambeth,E09000022,2020-05-22,2,1312
Lewisham,E09000023,2020-05-22,2,1141
Merton,E09000024,2020-05-22,0,878
Newham,E09000025,2020-05-22,2,1167
Redbridge,E09000026,2020-05-22,5,1008
Richmond upon Thames,E09000027,2020-05-22,0,493
Southwark,E09000028,2020-05-22,0,1383
Sutton,E09000029,2020-05-22,4,935
Tower Hamlets,E09000030,2020-05-22,2,737
Waltham Forest,E09000031,2020-05-22,2,941
Wandsworth,E09000032,2020-05-22,1,1096
Westminster,E09000033,2020-05-22,1,722
Barking and Dagenham,E09000002,2020-05-23,2,656
Barnet,E09000003,2020-05-23,1,1517
Bexley,E09000004,2020-05-23,2,970
Brent,E09000005,2020-05-23,3,1628
Bromley,E09000006,2020-05-23,1,1459
Camden,E09000007,2020-05-23,0,662
Croydon,E09000008,2020-05-23,8,1774
Ealing,E09000009,2020-05-23,2,1430
Enfield,E09000010,2020-05-23,1,1112
Greenwich,E09000011,2020-05-23,3,881
Hackney and City of London,E09000012,2020-05-23,1,761
Hammersmith and Fulham,E09000013,2020-05-23,0,699
Haringey,E09000014,2020-05-23,2,706
Harrow,E09000015,2020-05-23,1,1206
Havering,E09000016,2020-05-23,0,878
Hillingdon,E09000017,2020-05-23,1,999
Hounslow,E09000018,2020-05-23,1,950
Islington,E09000019,2020-05-23,1,514
Kensington and Chelsea,E09000020,2020-05-23,1,526
Kingston upon Thames,E09000021,2020-05-23,0,692
Lambeth,E09000022,2020-05-23,5,1317
Lewisham,E09000023,2020-05-23,1,1142
Merton,E09000024,2020-05-23,3,881
Newham,E09000025,2020-05-23,7,1174
Redbridge,E09000026,2020-05-23,2,1010
Richmond upon Thames,E09000027,2020-05-23,0,493
Southwark,E09000028,2020-05-23,3,1386
Sutton,E09000029,2020-05-23,2,937
Tower Hamlets,E09000030,2020-05-23,4,741
Waltham Forest,E09000031,2020-05-23,1,942
Wandsworth,E09000032,2020-05-23,4,1100
Westminster,E09000033,2020-05-23,2,724
Barking and Dagenham,E09000002,2020-05-24,0,656
Barnet,E09000003,2020-05-24,2,1519
Bexley,E09000004,2020-05-24,1,971
Brent,E09000005,2020-05-24,4,1632
Bromley,E09000006,2020-05-24,3,1462
Camden,E09000007,2020-05-24,2,664
Croydon,E09000008,2020-05-24,3,1777
Ealing,E09000009,2020-05-24,2,1432
Enfield,E09000010,2020-05-24,3,1115
Greenwich,E09000011,2020-05-24,0,881
Hackney and City of London,E09000012,2020-05-24,1,762
Hammersmith and Fulham,E09000013,2020-05-24,0,699
Haringey,E09000014,2020-05-24,3,709
Harrow,E09000015,2020-05-24,0,1206
Havering,E09000016,2020-05-24,1,879
Hillingdon,E09000017,2020-05-24,4,1003
Hounslow,E09000018,2020-05-24,0,950
Islington,E09000019,2020-05-24,0,514
Kensington and Chelsea,E09000020,2020-05-24,1,527
Kingston upon Thames,E09000021,2020-05-24,1,693
Lambeth,E09000022,2020-05-24,2,1319
Lewisham,E09000023,2020-05-24,2,1144
Merton,E09000024,2020-05-24,2,883
Newham,E09000025,2020-05-24,1,1175
Redbridge,E09000026,2020-05-24,0,1010
Richmond upon Thames,E09000027,2020-05-24,3,496
Southwark,E09000028,2020-05-24,1,1387
Sutton,E09000029,2020-05-24,2,939
Tower Hamlets,E09000030,2020-05-24,1,742
Waltham Forest,E09000031,2020-05-24,1,943
Wandsworth,E09000032,2020-05-24,3,1103
Westminster,E09000033,2020-05-24,1,725
Barking and Dagenham,E09000002,2020-05-25,3,659
Barnet,E09000003,2020-05-25,1,1520
Bexley,E09000004,2020-05-25,0,971
Brent,E09000005,2020-05-25,1,1633
Bromley,E09000006,2020-05-25,3,1465
Camden,E09000007,2020-05-25,1,665
Croydon,E09000008,2020-05-25,6,1783
Ealing,E09000009,2020-05-25,5,1437
Enfield,E09000010,2020-05-25,2,1117
Greenwich,E09000011,2020-05-25,2,883
Hackney and City of London,E09000012,2020-05-25,1,763
Hammersmith and Fulham,E09000013,2020-05-25,1,700
Haringey,E09000014,2020-05-25,1,710
Harrow,E09000015,2020-05-25,0,1206
Havering,E09000016,2020-05-25,2,881
Hillingdon,E09000017,2020-05-25,3,1006
Hounslow,E09000018,2020-05-25,2,952
Islington,E09000019,2020-05-25,2,516
Kensington and Chelsea,E09000020,2020-05-25,0,527
Kingston upon Thames,E09000021,2020-05-25,3,696
Lambeth,E09000022,2020-05-25,1,1320
Lewisham,E09000023,2020-05-25,4,1148
Merton,E09000024,2020-05-25,0,883
Newham,E09000025,2020-05-25,2,1177
Redbridge,E09000026,2020-05-25,2,1012
Richmond upon Thames,E09000027,2020-05-25,5,501
Southwark,E09000028,2020-05-25,2,1389
Sutton,E09000029,2020-05-25,0,939
Tower Hamlets,E09000030,2020-05-25,1,743
Waltham Forest,E09000031,2020-05-25,2,945
Wandsworth,E09000032,2020-05-25,0,1103
Westminster,E09000033,2020-05-25,0,725
Barking and Dagenham,E09000002,2020-05-26,4,663
Barnet,E09000003,2020-05-26,4,1524
Bexley,E09000004,2020-05-26,5,976
Brent,E09000005,2020-05-26,1,1634
Bromley,E09000006,2020-05-26,0,1465
Camden,E09000007,2020-05-26,0,665
Croydon,E09000008,2020-05-26,5,1788
Ealing,E09000009,2020-05-26,4,1441
Enfield,E09000010,2020-05-26,3,1120
Greenwich,E09000011,2020-05-26,5,888
Hackney and City of London,E09000012,2020-05-26,1,764
Hammersmith and Fulham,E09000013,2020-05-26,1,701
Haringey,E09000014,2020-05-26,0,710
Harrow,E09000015,2020-05-26,2,1208
Havering,E09000016,2020-05-26,3,884
Hillingdon,E09000017,2020-05-26,1,1007
Hounslow,E09000018,2020-05-26,3,955
Islington,E09000019,2020-05-26,1,517
Kensington and Chelsea,E09000020,2020-05-26,1,528
Kingston upon Thames,E09000021,2020-05-26,2,698
Lambeth,E09000022,2020-05-26,3,1323
Lewisham,E09000023,2020-05-26,2,1150
Merton,E09000024,2020-05-26,3,886
Newham,E09000025,2020-05-26,1,1178
Redbridge,E09000026,2020-05-26,1,1013
Richmond upon Thames,E09000027,2020-05-26,3,504
Southwark,E09000028,2020-05-26,1,1390
Sutton,E09000029,2020-05-26,1,940
Tower Hamlets,E09000030,2020-05-26,3,746
Waltham Forest,E09000031,2020-05-26,1,946
Wandsworth,E09000032,2020-05-26,0,1103
Westminster,E09000033,2020-05-26,1,726
Barking and Dagenham,E09000002,2020-05-27,0,663
Barnet,E09000003,2020-05-27,9,1533
Bexley,E09000004,2020-05-27,3,979
